"Key","Position","Home","mean.weight","mean.nonweight","min","max","freq","Id","Name","Source","Injury Indicator","Injury Details","PredictedPoints","Salary","Team","Opponent","NameRM","bonusPositionHome","deepBonus","mean"
"RBorleansdarkwa","RB",FALSE,6.2246666921,7.0433334605,6.02,8.066666921,2,"16502-33691","Orleans Darkwa","FanDuel","","",8.066666921,6000,"NYG","GB","orleansdarkwa",0,-0.37885375576863,5.22386594053017
"RBpaulperkins","RB",FALSE,4.104,6.28,3.56,9,2,"16502-29866","Paul Perkins","FanDuel","","",9,4500,"NYG","GB","paulperkins",0,-0.383672997675553,3.44415964426572
"RBronniehillman","RB",TRUE,1.4737499619,4.9687498095,0.6,9.337499619,2,"16502-22003","Ronnie Hillman","FanDuel","","",9.337499619,4800,"MIN","HOU","ronniehillman",0.0181873886389876,-0.0949925803118145,1.2368007174742
"RBryanmathews","RB",FALSE,8.6323333588,9.121666794,8.51,9.733333588,2,"16502-11425","Ryan Mathews","FanDuel","","",9.733333588,6300,"PHI","DET","ryanmathews",0,-0.0252909653985326,7.24442840892489
"RBterrancewest","RB",TRUE,11.2384999619,10.0324998095,8.524999619,11.54,2,"16502-54607","Terrance West","FanDuel","","",8.524999619,6400,"BAL","WAS","terrancewest",0.0181873886389876,-0.0785000225630735,9.43157603091078
"RBtevincoleman","RB",FALSE,8.8185,11.7325,8.09,15.375,2,"16502-27776","Tevin Coleman","FanDuel","","",15.375,5900,"ATL","DEN","tevincoleman",0,0.24827802479064,7.40066321222156
"RBtheoriddick","RB",TRUE,11.786500038,12.09250019,11.71,12.47500038,2,"16502-33465","Theo Riddick","FanDuel","","",12.47500038,6200,"DET","PHI","theoriddick",0.0181873886389876,0.178854101737635,9.89146875682651
"RBtoddgurley","RB",TRUE,14.189000038,12.70500019,10.85000038,14.56,2,"16502-30447","Todd Gurley","FanDuel","","",10.85000038,7600,"LA","BUF","toddgurley",0.0181873886389876,0.189516809776812,11.9076952542311
"RBwendellsmallwood","RB",FALSE,6.7030000127,6.0350000635,5.200000127,6.87,2,"16502-38509","Wendell Smallwood","FanDuel","","",5.200000127,5900,"PHI","DET","wendellsmallwood",0,-0.160502908391748,5.62529291892153
"RBzachzenner","RB",TRUE,4.4130000095,4.1850000475,3.900000095,4.47,2,"16502-62616","Zach Zenner","FanDuel","","",3.900000095,5400,"DET","PHI","zachzenner",0.0181873886389876,0.155733344425474,3.70347868978171
"TEanthonyfasano","TE",FALSE,1.1190000012,0.755000006,0.300000012,1.21,2,"16502-6778","Anthony Fasano","FanDuel","","",0.300000012,4500,"TEN","MIA","anthonyfasano",0,0.174945988979524,0.939087389392382
"TEaustinhooper","TE",FALSE,2.316,4.62,1.74,7.5,2,"16502-40126","Austin Hooper","FanDuel","","",7.5,4500,"ATL","DEN","austinhooper",0,0.147327324947462,1.94363395129615
"TEaustinseferianjenkins","TE",FALSE,3.4839999809,4.5799999045,3.21,5.949999809,2,"16502-16923","Austin Seferian-Jenkins","FanDuel","","",5.949999809,4600,"NYJ","PIT","austinseferianjenkins",0,-0.384008449527607,2.92384311277737
"TEbrandonbostick","TE",FALSE,1.791,0.995,0,1.99,2,"16502-23055","Brandon Bostick","FanDuel","","",0,4500,"NYJ","PIT","brandonbostick",0,-0.192427363682858,1.50304335352824
"TEbrentcelek","TE",FALSE,2.0256666603,2.4883333015,1.91,3.066666603,2,"16502-6742","Brent Celek","FanDuel","","",3.066666603,5100,"PHI","DET","brentcelek",0,0.0496238997618925,1.69998035188591
"TEcjfiedorowicz","TE",FALSE,2.8555,3.1975,2.77,3.625,2,"16502-27908","C.J. Fiedorowicz","FanDuel","Q","Knee - mcl",3.625,4500,"HOU","MIN","cjfiedorowicz",0,0.143114592319228,2.39639324176432
"TEcjuzomah","TE",FALSE,4.6734999905,4.8074999525,4.64,4.974999905,2,"16502-31207","C.J. Uzomah","FanDuel","","",4.974999905,5100,"CIN","DAL","cjuzomah",0,0.0187565427668779,3.92209553234804
"TEcrockettgillmore","TE",TRUE,2.1900000064,2.150000032,2.100000064,2.2,2,"16502-45723","Crockett Gillmore","FanDuel","","",2.100000064,4600,"BAL","WAS","crockettgillmore",0.00643311717303319,-0.0525350934493465,1.83789221320286
"TEdelaniewalker","TE",FALSE,9.9133333206,9.566666603,9.133333206,10,2,"16502-6863","Delanie Walker","FanDuel","","",9.133333206,6400,"TEN","MIA","delaniewalker",0,0.217331644818695,8.31946943542038
"TEdennispitta","TE",TRUE,8.4215,8.0675,7.625,8.51,2,"16502-11532","Dennis Pitta","FanDuel","","",7.625,5500,"BAL","WAS","dennispitta",0.00643311717303319,0.223974853074252,7.0674927982904
"TEdionsims","TE",TRUE,2.855333346,3.15666673,2.78,3.53333346,2,"16502-28144","Dion Sims","FanDuel","","",3.53333346,4500,"MIA","TEN","dionsims",0.00643311717303319,-0.0443107829203215,2.39625338236341
"TEdwayneallen","TE",TRUE,6.8259999809,6.7699999045,6.699999809,6.84,2,"16502-22004","Dwayne Allen","FanDuel","","",6.699999809,5600,"IND","CHI","dwayneallen",0.00643311717303319,-0.170992595171621,5.72851697513995
"TEgarybarnidge","TE",TRUE,7.796,7.22,6.5,7.94,2,"16502-6422","Gary Barnidge","FanDuel","","",6.5,5700,"CLE","NE","garybarnidge",0.00643311717303319,0.0776978822928254,6.54256057180691
"TEgeoffswaim","TE",TRUE,1.0266666667,1.5333333335,0.9,2.166666667,2,"16502-38523","Geoff Swaim","FanDuel","","",2.166666667,4500,"DAL","CIN","geoffswaim",0.00643311717303319,-0.072608323684896,0.861599391218555
"TEhunterhenry","TE",FALSE,8.1539999746,8.129999873,8.099999746,8.16,2,"16502-40845","Hunter Henry","FanDuel","","",8.099999746,5400,"SD","OAK","hunterhenry",0,0.390254069558034,6.84300137715912
"TEjackdoyle","TE",TRUE,6.5114999809,7.3174999045,6.31,8.324999809,2,"16502-39859","Jack Doyle","FanDuel","","",8.324999809,4700,"IND","CHI","jackdoyle",0.00643311717303319,0.0121637013082616,5.46458222657232
"TEjacobtamme","TE",FALSE,7.3365000191,8.0425000955,7.16,8.925000191,2,"16502-6664","Jacob Tamme","FanDuel","","",8.925000191,5400,"ATL","DEN","jacobtamme",0,0.177460956051832,6.15693891226582
"TEjasonwitten","TE",TRUE,7.9709999905,7.6949999525,7.349999905,8.04,2,"16502-6641","Jason Witten","FanDuel","","",7.349999905,5800,"DAL","CIN","jasonwitten",0.00643311717303319,-0.207292143174861,6.68942409642362
"TEjeffheuerman","TE",TRUE,1.6940000095,2.2300000475,1.56,2.900000095,2,"16502-28487","Jeff Heuerman","FanDuel","Q","Groin",2.900000095,4500,"DEN","ATL","jeffheuerman",0.00643311717303319,-0.297139605787696,1.42163900343705
"TEjessejames","TE",TRUE,6.6925,6.6625,6.625,6.7,2,"16502-28694","Jesse James","FanDuel","","",6.625,4500,"PIT","NYJ","jessejames",0.00643311717303319,-0.217243139940993,5.61648109630808
"TEjohnphillips","TE",TRUE,3.1120000095,5.2400000475,2.58,7.900000095,2,"16502-6823","John Phillips","FanDuel","","",7.900000095,4700,"DEN","ATL","johnphillips",0.00643311717303319,-0.134263831551488,2.61165322750352
"TEjordanreed","TE",FALSE,12.204999981,12.424999905,12.15,12.69999981,2,"16502-30298","Jordan Reed","FanDuel","","",12.69999981,7800,"WAS","BAL","jordanreed",0,0.197964710284337,10.242682356926
"TEjustinperillo","TE",TRUE,1.5299999952,1.649999976,1.5,1.799999952,2,"16502-54694","Justin Perillo","FanDuel","","",1.799999952,4500,"GB","NYG","justinperillo",0.00643311717303319,-0.28287474748395,1.28400688089537
"TEkellendavis","TE",FALSE,1.143,0.635,0,1.27,2,"16502-7001","Kellen Davis","FanDuel","","",0,4500,"NYJ","PIT","kellendavis",0,-0.137402977939635,0.959228672854708
"TEkylerudolph","TE",TRUE,9.555999962,10.81999981,9.24,12.39999962,2,"16502-14237","Kyle Rudolph","FanDuel","Q","Ribs",12.39999962,5500,"MIN","HOU","kylerudolph",0.00643311717303319,-0.165348589990228,8.01958806767183
"TElancekendricks","TE",TRUE,4.6154999809,4.5974999045,4.574999809,4.62,2,"16502-14240","Lance Kendricks","FanDuel","","",4.574999809,4500,"LA","BUF","lancekendricks",0.00643311717303319,-0.0660802224748922,3.8734207534905
"TEloganpaulsen","TE",FALSE,1.108,1.06,1,1.12,2,"16502-12055","Logan Paulsen","FanDuel","","",1,4500,"CHI","IND","loganpaulsen",0,-0.0376136603743175,0.929855966336847
"TEmartellusbennett","TE",FALSE,8.1879999809,8.8599999045,8.02,9.699999809,2,"16502-6448","Martellus Bennett","FanDuel","","",9.699999809,6300,"NE","CLE","martellusbennett",0,-0.0993677874381119,6.87153486877785
"TEmychalrivera","TE",TRUE,1.1220000024,0.890000012,0.600000024,1.18,2,"16502-30807","Mychal Rivera","FanDuel","","",0.600000024,4500,"OAK","SD","mychalrivera",0.00643311717303319,0.366312786871017,0.94160505095812
"TEnickoleary","TE",FALSE,1.3080000064,1.660000032,1.22,2.100000064,2,"16502-24817","Nick O'Leary","FanDuel","","",2.100000064,4500,"BUF","LA","nickoleary",0,-0.0219654299662797,1.09770000895277
"TEnilespaul","TE",FALSE,1.0559999905,1.5199999525,0.94,2.099999905,2,"16502-14355","Niles Paul","FanDuel","","",2.099999905,4500,"WAS","BAL","nilespaul",0,0.115819608799727,0.886216508680577
"TErhettellison","TE",TRUE,1.104,1.28,1.06,1.5,2,"16502-22065","Rhett Ellison","FanDuel","Q","Knee",1.5,4500,"MIN","HOU","rhettellison",0.00643311717303319,-0.0352935078124373,0.926499085591949
"TErichardrodgers","TE",TRUE,6.1670000127,5.5150000635,4.700000127,6.33,2,"16502-29314","Richard Rodgers","FanDuel","","",4.700000127,5000,"GB","NYG","richardrodgers",0.00643311717303319,-0.240621340902888,5.17547089910515
"TEryangriffin","TE",FALSE,4.4639999809,4.6799999045,4.41,4.949999809,2,"16502-34073","Ryan Griffin","FanDuel","","",4.949999809,4500,"HOU","MIN","ryangriffin",0,-0.0401674333132869,3.74627889527747
"TEseanmcgrath","TE",FALSE,1.1879999952,1.459999976,1.12,1.799999952,2,"16502-22220","Sean McGrath","FanDuel","","",1.799999952,4500,"SD","OAK","seanmcgrath",0,0.30141492672901,0.996993577206558
"TEstephenanderson","TE",FALSE,1.0176666667,1.5283333335,0.89,2.166666667,2,"16502-29277","Stephen Anderson","FanDuel","Q","Hamstring",2.166666667,4500,"HOU","MIN","stephenanderson",0,0.0660456605030737,0.854046409542533
"TEtreyburton","TE",FALSE,2.7499999619,5.1499998095,2.15,8.149999619,2,"16502-30297","Trey Burton","FanDuel","","",8.149999619,4500,"PHI","DET","treyburton",0,0.127606784779795,2.30785548014334
"TEtylereifert","TE",FALSE,1.273076923,6.365384615,0,12.73076923,2,"16502-33557","Tyler Eifert","FanDuel","Q","Back",12.73076923,6200,"CIN","DAL","tylereifert",0,-0.0716914370001237,1.06839185239829
"TEtylerhigbee","TE",TRUE,2.0869999994,1.314999997,0.349999994,2.28,2,"16502-47870","Tyler Higbee","FanDuel","","",0.349999994,4500,"LA","BUF","tylerhigbee",0.00643311717303319,0.218054074767568,1.75145252814719
"TEtylerkroft","TE",FALSE,2.975,3.875,2.75,5,2,"16502-26038","Tyler Kroft","FanDuel","","",5,4500,"CIN","DAL","tylerkroft",0,0.0976247944216226,2.49668005401816
"TEvernondavis","TE",FALSE,1.5319999873,2.5399999365,1.28,3.799999873,2,"16502-6870","Vernon Davis","FanDuel","","",3.799999873,4600,"WAS","BAL","vernondavis",0,0.271283087844213,1.28568531463798
"TEwilltye","TE",FALSE,5.5415000048,4.667500024,3.575000048,5.76,2,"16502-24847","Will Tye","FanDuel","","",3.575000048,4800,"NYG","GB","willtye",0,-0.260316818245631,4.65053866599183
"TExaviergrimble","TE",TRUE,1.734,3.63,1.26,6,2,"16502-29592","Xavier Grimble","FanDuel","","",6,4500,"PIT","NYJ","xaviergrimble",0.00643311717303319,-0.109256945617905,1.45520780291344
"TEzachertz","TE",FALSE,9.7630000191,9.3350000955,8.800000191,9.87,2,"16502-29780","Zach Ertz","FanDuel","","",8.800000191,5600,"PHI","DET","zachertz",0,-0.0539556634278738,8.19330669413979
"WRadamthielen","WR",TRUE,4.971,5.095,4.94,5.25,2,"16502-39716","Adam Thielen","FanDuel","","",5.25,4900,"MIN","HOU","adamthielen",0.0181873886389963,-0.199273892459606,4.17176354572244
"WRajgreen","WR",FALSE,16.999000076,17.75500038,16.81,18.70000076,2,"16502-14187","A.J. Green","FanDuel","","",18.70000076,8700,"CIN","DAL","ajgreen",0,0.578126819596933,14.2659040094126
"WRaldrickrobinson","WR",FALSE,2.538333346,4.09166673,2.15,6.03333346,2,"16502-14372","Aldrick Robinson","FanDuel","","",6.03333346,4500,"ATL","DEN","aldrickrobinson",0,-0.0949628076123784,2.13022058333021
"WRamaricooper","WR",TRUE,13.046999981,12.114999905,10.94999981,13.28,2,"16502-31001","Amari Cooper","FanDuel","","",10.94999981,7200,"OAK","SD","amaricooper",0.0181873886389963,0.0214476579156755,10.9493057537271
"WRandreholmes","WR",TRUE,2.8539999873,2.8299999365,2.799999873,2.86,2,"16502-14761","Andre Holmes","FanDuel","","",2.799999873,4500,"OAK","SD","andreholmes",0.0181873886389963,0.0148995444722084,2.39513440082689
"WRandrejohnson","WR",FALSE,4.8095000191,4.5275000955,4.175000191,4.88,2,"16502-6681","Andre Johnson","FanDuel","","",4.175000191,5200,"TEN","MIA","andrejohnson",0,-0.0338680935132328,4.03622950167628
"WRandreroberts","WR",TRUE,1.1780000095,1.6100000475,1.07,2.150000095,2,"16502-11504","Andre Roberts","FanDuel","","",2.150000095,4500,"DET","PHI","andreroberts",0.0181873886389963,0.163220671199682,0.98860138734516
"WRandrewhawkins","WR",TRUE,3.605,3.225,2.75,3.7,2,"16502-12903","Andrew Hawkins","FanDuel","","",2.75,4600,"CLE","NE","andrewhawkins",0.0181873886389963,0.47739007110143,3.02538877133965
"WRanquanboldin","WR",TRUE,7.5034999619,7.9574998095,7.39,8.524999619,2,"16502-6479","Anquan Boldin","FanDuel","","",8.524999619,6300,"DET","PHI","anquanboldin",0.0181873886389963,0.20908633505301,6.29708863536193
"WRantoniobrown","WR",TRUE,19.224500038,19.00250019,18.72500038,19.28,2,"16502-11612","Antonio Brown","FanDuel","","",18.72500038,9600,"PIT","NYJ","antoniobrown",0.0181873886389963,0.786839857750465,16.133588501965
"WRbrandonlafell","WR",FALSE,6.0595000095,6.3775000475,5.98,6.775000095,2,"16502-11495","Brandon LaFell","FanDuel","","",6.775000095,5400,"CIN","DAL","brandonlafell",0,0.540358657299247,5.0852547264005
"WRbrandonmarshall","WR",FALSE,14.2835000381,12.2575001905,9.725000381,14.79,2,"16502-6759","Brandon Marshall","FanDuel","","",9.725000381,7600,"NYJ","PIT","brandonmarshall",0,0.0312394878412976,11.9870015619132
"WRbraxtonmiller","WR",FALSE,1.8310000024,1.395000012,0.850000024,1.94,2,"16502-28525","Braxton Miller","FanDuel","","",0.850000024,4500,"HOU","MIN","braxtonmiller",0,0.249820165566564,1.53661216299135
"WRbreshadperriman","WR",TRUE,3.9875,3.9375,3.875,4,2,"16502-34295","Breshad Perriman","FanDuel","","",3.875,4900,"BAL","WAS","breshadperriman",0.0181873886389963,-0.442961993848181,3.34639049257056
"WRbrianquick","WR",TRUE,5.6664999809,7.2924999045,5.26,9.324999809,2,"16502-21972","Brian Quick","FanDuel","","",9.324999809,4500,"LA","BUF","brianquick",0.0181873886389963,0.272994795517379,4.75544116921254
"WRbricebutler","WR",TRUE,6.5864999952,5.292499976,3.674999952,6.91,2,"16502-39445","Brice Butler","FanDuel","","",3.674999952,5100,"DAL","CIN","bricebutler",0.0181873886389963,-0.556303100678143,5.52752375254001
"WRcameronmeredith","WR",FALSE,5.2599999905,4.2999999525,3.099999905,5.5,2,"16502-62538","Cameron Meredith","FanDuel","","",3.099999905,4500,"CHI","IND","cameronmeredith",0,-0.00473482312008799,4.41429817156876
"WRcharonepeake","WR",FALSE,2.787,6.215,1.93,10.5,2,"16502-24621","Charone Peake","FanDuel","","",10.5,4500,"NYJ","PIT","charonepeake",0,-0.0831212485734242,2.33890665900794
"WRchesterrogers","WR",TRUE,1.633333365,1.633333365,1.633333365,1.633333365,1,"16502-70372","Chester Rogers","FanDuel","","",1.633333365,4500,"IND","CHI","chesterrogers",0.0181873886389963,0.303303166725832,1.37072633074214
"WRchrishogan","WR",FALSE,7.2600000191,6.5000000955,5.550000191,7.45,2,"16502-14704","Chris Hogan","FanDuel","","",5.550000191,5000,"NE","CLE","chrishogan",0,-0.171115040492108,6.09273856801964
"WRcodylatimer","WR",TRUE,1.1763333349,1.2016666745,1.17,1.233333349,2,"16502-27771","Cody Latimer","FanDuel","","",1.233333349,4500,"DEN","ATL","codylatimer",0.0181873886389963,-0.171577834654888,0.987202680376973
"WRcolebeasley","WR",TRUE,9.831499962,9.91749981,9.81,10.02499962,2,"16502-22288","Cole Beasley","FanDuel","","",10.02499962,5500,"DAL","CIN","colebeasley",0.0181873886389963,-0.523457826423545,8.2507932289767
"WRcordarrellepatterson","WR",TRUE,4.6655,3.6475,2.375,4.92,2,"16502-30733","Cordarrelle Patterson","FanDuel","","",2.375,4600,"MIN","HOU","cordarrellepatterson",0.0181873886389963,-0.209983032366709,3.91538177883083
"WRdannyamendola","WR",FALSE,5.0429999905,5.7349999525,4.87,6.599999905,2,"16502-8117","Danny Amendola","FanDuel","","",6.599999905,5300,"NE","CLE","dannyamendola",0,-0.217156872632822,4.23218739115802
"WRdarriusheywardbey","WR",TRUE,3.4290000064,3.505000032,3.41,3.600000064,2,"16502-7784","Darrius Heyward-Bey","FanDuel","","",3.600000064,4500,"PIT","NYJ","darriusheywardbey",0.0181873886389963,0.421498160380342,2.87768602393513
"WRdavanteadams","WR",TRUE,6.898666654,7.37333327,6.78,7.96666654,2,"16502-45889","Davante Adams","FanDuel","","",7.96666654,5500,"GB","NYG","davanteadams",0.0181873886389963,-0.199204657951256,5.78950031407126
"WRdeandrehopkins","WR",FALSE,12.978000019,12.010000095,10.80000019,13.22,2,"16502-16606","DeAndre Hopkins","FanDuel","","",10.80000019,8200,"HOU","MIN","deandrehopkins",0,0.081371776785792,10.8913995927679
"WRdemaryiusthomas","WR",TRUE,13.731500019,13.817500095,13.71,13.92500019,2,"16502-11432","Demaryius Thomas","FanDuel","Q","Hip",13.92500019,7700,"DEN","ATL","demaryiusthomas",0.0181873886389963,-0.369315037097485,11.5237520030882
"WRdeseanjackson","WR",FALSE,10.7639999809,10.1799999045,9.449999809,10.91,2,"16502-6739","DeSean Jackson","FanDuel","","",9.449999809,6700,"WAS","BAL","deseanjackson",0,0.185394624631723,9.0333660684924
"WRdevanteparker","WR",TRUE,9.907666692,9.97833346,9.89,10.06666692,2,"16502-33260","DeVante Parker","FanDuel","","",10.06666692,6400,"MIA","TEN","devanteparker",0.0181873886389963,-0.257742025307338,8.31471388631142
"WRdontrelleinman","WR",FALSE,7.7415,7.4675,7.125,7.81,2,"16502-14645","Dontrelle Inman","FanDuel","","",7.125,6100,"SD","OAK","dontrelleinman",0,0.329005941590379,6.49682307165767
"WRdorialgreenbeckham","WR",FALSE,4.5183333333,3.9916666665,3.333333333,4.65,2,"16502-27134","Dorial Green-Beckham","FanDuel","","",3.333333333,4900,"PHI","DET","dorialgreenbeckham",0,-0.389202834273121,3.7918765413968
"WRemmanuelsanders","WR",TRUE,13.527999981,14.159999905,13.37,14.94999981,2,"16502-11505","Emmanuel Sanders","FanDuel","","",14.94999981,7100,"DEN","ATL","emmanuelsanders",0.0181873886389963,-0.436953983670225,11.3529706633011
"WRericdecker","WR",FALSE,1.196666718,5.98333359,0,11.96666718,2,"16502-11501","Eric Decker","FanDuel","Q","Shoulder",11.96666718,6800,"NYJ","PIT","ericdecker",0,-0.183853185340137,1.00426686592873
"WRgoldentate","WR",TRUE,7.3144999905,6.0524999525,4.474999905,7.63,2,"16502-11485","Golden Tate","FanDuel","","",4.474999905,6400,"DET","PHI","goldentate",0.0181873886389963,0.272237906664774,6.13847604416718
"WRgriffwhalen","WR",FALSE,1.0755555556,2.177777778,0.8,3.555555556,2,"16502-22447","Griff Whalen","FanDuel","","",3.555555556,4500,"SD","OAK","griffwhalen",0,0,0.902627933665526
"WRharrydouglas","WR",FALSE,1.0339999952,1.929999976,0.81,3.049999952,2,"16502-10030","Harry Douglas","FanDuel","","",3.049999952,4500,"TEN","MIA","harrydouglas",0,-0.0460953397392112,0.867753668527971
"WRjaelenstrong","WR",FALSE,2.7823333302,2.671666651,2.533333302,2.81,2,"16502-39373","Jaelen Strong","FanDuel","","",2.533333302,4600,"HOU","MIN","jaelenstrong",0,0.281105394156782,2.33499029550933
"WRjalinmarshall","WR",FALSE,1.633333365,1.633333365,1.633333365,1.633333365,1,"16502-38790","Jalin Marshall","FanDuel","Q","Shoulder",1.633333365,4700,"NYJ","PIT","jalinmarshall",0,-0.0384170495646681,1.37072633074214
"WRjamisoncrowder","WR",FALSE,8.610999962,9.29499981,8.44,10.14999962,2,"16502-24755","Jamison Crowder","FanDuel","","",10.14999962,5800,"WAS","BAL","jamisoncrowder",0,-0.211451758115535,7.22652499168959
"WRjaredabbrederis","WR",TRUE,1.1019999952,1.189999976,1.08,1.299999952,2,"16502-28933","Jared Abbrederis","FanDuel","","",1.299999952,4500,"GB","NYG","jaredabbrederis",0.0181873886389963,-0.273447125425375,0.924820641191243
"WRjarvislandry","WR",TRUE,13.983999962,14.27999981,13.91,14.64999962,2,"16502-31394","Jarvis Landry","FanDuel","","",14.64999962,7500,"MIA","TEN","jarvislandry",0.0181873886389963,-0.269335376364312,11.7356550522743
"WRjeffjanis","WR",TRUE,1.5568888847,1.3044444235,0.988888847,1.62,2,"16502-54623","Jeff Janis","FanDuel","","",0.988888847,4500,"GB","NYG","jeffjanis",0.0181873886389963,-0.390784938441623,1.30657257974893
"WRjordanmatthews","WR",FALSE,13.480000051,13.400000255,13.30000051,13.5,2,"16502-30837","Jordan Matthews","FanDuel","","",13.30000051,7000,"PHI","DET","jordanmatthews",0,-0.327015771329561,11.3126881531077
"WRjordannorwood","WR",TRUE,2.5430000024,2.235000012,1.850000024,2.62,2,"16502-10531","Jordan Norwood","FanDuel","","",1.850000024,4500,"DEN","ATL","jordannorwood",0.0181873886389963,-0.157468564324072,2.13413693558326
"WRjordynelson","WR",TRUE,15.701999949,16.589999745,15.48,17.69999949,2,"16502-6893","Jordy Nelson","FanDuel","","",17.69999949,8400,"GB","NYG","jordynelson",0.0181873886389963,0.180738507749516,13.1774353212983
"WRjoshhuff","WR",FALSE,2.1086666698,1.823333349,1.466666698,2.18,2,"16502-29340","Josh Huff","FanDuel","","",1.466666698,4500,"PHI","DET","joshhuff",0,-0.299972992566782,1.76963563531515
"WRjuliojones","WR",FALSE,15.517000076,17.26500038,15.08,19.45000076,2,"16502-14190","Julio Jones","FanDuel","","",19.45000076,8900,"ATL","DEN","juliojones",0,0.47469487717066,13.0221796934277
"WRjustinhardy","WR",FALSE,2.9549999905,3.5749999525,2.8,4.349999905,2,"16502-33137","Justin Hardy","FanDuel","Q","Shoulder",4.349999905,4800,"ATL","DEN","justinhardy",0,-0.00186100915035925,2.47989564232108
"WRjustinhunter","WR",FALSE,2.2462222392,3.391111196,1.96,4.822222392,2,"16502-30775","Justin Hunter","FanDuel","","",4.822222392,4500,"BUF","LA","justinhunter",0,-0.13539286814371,1.88507504588324
"WRkamaraiken","WR",TRUE,2.9260000048,2.270000024,1.450000048,3.09,2,"16502-14905","Kamar Aiken","FanDuel","","",1.450000048,5500,"BAL","WAS","kamaraiken",0.0181873886389963,-0.402174363999351,2.45555826892141
"WRkendallwright","WR",FALSE,4.5150000095,3.5750000475,2.400000095,4.75,2,"16502-21957","Kendall Wright","FanDuel","","",2.400000095,4700,"TEN","MIA","kendallwright",0,0.0855940099865271,3.78907914877662
"WRkennystills","WR",TRUE,7.495,8.275,7.3,9.25,2,"16502-27457","Kenny Stills","FanDuel","","",9.25,5700,"MIA","TEN","kennystills",0.0181873886389963,-0.262745364041251,6.28995529575331
"WRlaquontreadwell","WR",TRUE,2.106,1.17,0,2.34,2,"16502-41806","Laquon Treadwell","FanDuel","","",0,4500,"MIN","HOU","laquontreadwell",0.0181873886389963,-0.414033295551061,1.76739771218899
"WRleontecarroo","WR",TRUE,1.2990000048,1.255000024,1.200000048,1.31,2,"16502-26045","Leonte Carroo","FanDuel","","",1.200000048,4500,"MIA","TEN","leontecarroo",0.0181873886389963,-0.0905309408238072,1.090147025934
"WRluckywhitehead","WR",TRUE,1.0085000006,0.682500003,0.275000006,1.09,2,"16502-47953","Lucky Whitehead","FanDuel","","",0.275000006,4500,"DAL","CIN","luckywhitehead",0.0181873886389963,-0.474308218777311,0.846353558311032
"WRmalcolmmitchell","WR",FALSE,2.8996666667,3.0183333335,2.87,3.166666667,2,"16502-30428","Malcolm Mitchell","FanDuel","","",3.166666667,4500,"NE","CLE","malcolmmitchell",0,-0.0628183358101357,2.43345880001721
"WRmarkuswheaton","WR",TRUE,5.3079999905,5.6599999525,5.22,6.099999905,2,"16502-29500","Markus Wheaton","FanDuel","","",6.099999905,5500,"PIT","NYJ","markuswheaton",0.0181873886389963,1.02366792416644,4.45458074050754
"WRmarquisegoodwin","WR",FALSE,4.705,5.725,4.45,7,2,"16502-32243","Marquise Goodwin","FanDuel","","",7,5500,"BUF","LA","marquisegoodwin",0,0.154801550170827,3.9485309761867
"WRmarvinjonesjr","WR",TRUE,17.92499924,17.92499924,17.92499924,17.92499924,1,"16502-22103","Marvin Jones Jr.","FanDuel","Q","Foot",17.92499924,7800,"DET","PHI","marvinjonesjr",0.0181873886389963,0.300924829703821,15.0430212002685
"WRmichaelcrabtree","WR",TRUE,13.895000076,15.47500038,13.5,17.45000076,2,"16502-9392","Michael Crabtree","FanDuel","","",17.45000076,6900,"OAK","SD","michaelcrabtree",0.0181873886389963,-0.194085576995561,11.6609645513714
"WRmikewallace","WR",TRUE,9.527500038,10.83750019,9.2,12.47500038,2,"16502-6607","Mike Wallace","FanDuel","","",12.47500038,6300,"BAL","WAS","mikewallace",0.0181873886389963,-0.49604807729557,7.99567035614516
"WRmohamedsanu","WR",FALSE,6.8355000191,7.0975000955,6.77,7.425000191,2,"16502-22018","Mohamed Sanu","FanDuel","Q","Shoulder",7.425000191,5600,"ATL","DEN","mohamedsanu",0,0.127634853140487,5.7364895989673
"WRnelsonagholor","WR",FALSE,6.4443333333,7.0616666665,6.29,7.833333333,2,"16502-29683","Nelson Agholor","FanDuel","","",7.833333333,5400,"PHI","DET","nelsonagholor",0,-0.402506390705589,5.40821462006537
"WRodellbeckhamjr","WR",FALSE,15.423499981,13.157499905,10.32499981,15.99,2,"16502-31360","Odell Beckham Jr.","FanDuel","","",10.32499981,8500,"NYG","GB","odellbeckhamjr",0,0.323256246405558,12.9437125262898
"WRpharohcooper","WR",TRUE,1.035,0.575,0,1.15,2,"16502-40932","Pharoh Cooper","FanDuel","","",0,4500,"LA","BUF","pharohcooper",0.0181873886389963,0.238220469322823,0.868592892742452
"WRphillipdorsett","WR",TRUE,9.0064999809,8.5924999045,8.074999809,9.11,2,"16502-25813","Phillip Dorsett","FanDuel","","",8.074999809,6800,"IND","CHI","phillipdorsett",0.0181873886389963,0.655438668204256,7.55843659120267
"WRpierregarcon","WR",FALSE,6.8574999905,6.6874999525,6.474999905,6.9,2,"16502-6774","Pierre Garcon","FanDuel","","",6.474999905,6000,"WAS","BAL","pierregarcon",0,-0.185276062465449,5.75495241906254
"WRquanbray","WR",TRUE,2.2530000012,1.385000006,0.300000012,2.47,2,"16502-31308","Quan Bray","FanDuel","","",0.300000012,4500,"IND","CHI","quanbray",0.0181873886389963,0.557085708542628,1.89076308057107
